tshirt,positive_pant,detailed,medium,low,empty,dif
719bfb8c81d150d787b659e17501ef1e,285ae3267cf2a1392783374f76075dc2,"An image of black slim-fit  jogger sweatpants in soft cotton fleece featuring an elastic waistband, zipper pocket, and ribbed cuffs",Generate an image of black slim-fit jogger sweatpants,Generate an image of jogger sweatpants, ,"A photo of a Joggers, on white background, high quality."
e8a12103b45a4f256389abe0d89f5b7d,032f326f14280054ca547284e41172a7,"An image of black high-waisted skinny denim jeans featuring a matching belt, five-pocket construction, and subtle stitching",Generate an image of black skinny high-rise denim jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
4b3a91c6cff2b0d9e47080df0c4553e0,56aed9837822580996ba3fa31d5ca23d,"An image of black wide-leg cargo pants in a streetwear style, made from sturdy cotton twill, relaxed loose fit with multiple flap cargo pockets and a drawstring waist",Generate an image of black wide-leg cargo pants with a relaxed fit,Generate an image of cargo pants, ,"A photo of a Cargo Pants, on white background, high quality."
c40e0ddcb74c2cd33b61edbc2ff126e3,b96eec88ebbde40cb6ecfcf9486a5fbe,"An image of  washed black denim jogger pants crafted from lightweight denim, featuring a relaxed tapered fit, mid-rise elastic waistband, and elastic cuffs at the ankles",Generate an image of relaxed-fit washed black denim jogger pants,Generate an image of jogger pants, ,"A photo of a Jogger Pants, on white background, high quality."
c40e0ddcb74c2cd33b61edbc2ff126e3,b96eec88ebbde40cb6ecfcf9486a5fbe,"An image of  washed black denim jogger pants crafted from lightweight denim, featuring a relaxed tapered fit, mid-rise elastic waistband, and elastic cuffs at the ankles",Generate an image of relaxed-fit washed black denim jogger pants,Generate an image of jogger pants, ,"A photo of a Joggers, on white background, high quality."
586b92f48df999039d1d713333b2118e,0645865144b8660662ac89bf55b10fe8,"An image of black tailored Bermuda dress shorts crafted from smooth suiting fabric, featuring a fitted mid-rise waist, crisp front creases, and a knee-length hem",Generate an image of black tailored Bermuda shorts with a slim fit,Generate an image of Bermuda shorts, ,"A photo of a Bermuda Shorts, on white background, high quality."
6ddaa7b1ed42eeea9d26b131d1ee4de5,a12da50f467904613ca487e55fbd36f4,An image of black stretch denim skinny jeans featuring a high-waisted rise and a sleek front-zip fly,Generate an image of black high-waisted skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
7ef8808cb8cef1bb90c97e5050b759d1,ad7b9b4fe96fc1f33d8d4a9df44ade5b,"An image of light wash blue denim high-waist straight-leg mom jeans with a relaxed fit, classic five-pocket styling, and button fly",Generate an image of light wash high-waist straight-leg mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
6cc53395fef80793f3e588bf524eb8e7,fdce0a78b2f23890d0fd6121ee8b8125,"An image of light wash distressed denim cutoff shorts with a high-rise waist, frayed hems, and classic five-pocket styling",Generate an image of light wash high-rise denim cutoff shorts,Generate an image of cutoff shorts, ,"A photo of a Denim Shorts, on white background, high quality."
6cc53395fef80793f3e588bf524eb8e7,fdce0a78b2f23890d0fd6121ee8b8125,"An image of light wash distressed denim cutoff shorts with a high-rise waist, frayed hems, and classic five-pocket styling",Generate an image of light wash high-rise denim cutoff shorts,Generate an image of cutoff shorts, ,"A photo of a Shorts, on white background, high quality."
8011a2a5c1cc720516e541c1ce73a48f,139909b12009e57a868f2fde733d6fe9,"An image of black washed high-waisted denim cutoff shorts featuring a detachable belt, raw frayed hems, and a fitted silhouette",Generate an image of high-waisted black denim cutoff shorts with belt,Generate an image of denim cutoff shorts, ,"A photo of a Shorts, on white background, high quality."
af1166124a3c6e4ab5f16edd53457c5d,d74f1958ac2766d7829d02ca19a2dbcd,"An image of black cotton jogger sweatpants with beige side stripes, an adjustable drawstring waistband, ribbed cuffs, and a relaxed tapered fit",Generate an image of black tapered jogger sweatpants with beige side stripes,Generate an image of jogger sweatpants, ,"A photo of a Joggers, on white background, high quality."
705f86f5fb1daa25f80baa9f63d545f5,8c9d0b832e5d8817819879fdbbfb804d,"An image of a brown plaid wool-blend maxi skirt with an elastic waistband, ankle-length A-line silhouette, and softly draped fabric",Generate an image of a brown plaid maxi skirt with elastic waist,Generate an image of a maxi skirt, ,"A photo of a Skirt, on white background, high quality."
cd1c387de98cf7eeb02026c04d1dad46,712f8721a45d01e30040d5d2b6505fd0,"An image of light blue denim jeans with a high waist, wide-leg fit, integrated belt, and classic five-pocket cotton construction",Generate an image of light blue high-waist wide-leg denim jeans,Generate an image of wide-leg jeans, ,"A photo of a Jeans, on white background, high quality."
e33d5af1f643979cb1aa531548b3ac24,e076537f62b17284005fc796a787d411,"An image of light wash denim high-waisted cuffed shorts with a matching belt, rolled hems, and classic five-pocket styling",Generate an image of light wash high-waisted cuffed denim shorts,Generate an image of denim shorts, ,"A photo of a Shorts, on white background, high quality."
2523a73caab95693fc1bc421cea15354,715b9910927f4c00788182629d367898,"An image of black fleece jogger sweatpants with a relaxed fit, soft brushed interior, elastic drawstring waistband, and ribbed ankle cuffs",Generate an image of black relaxed-fit fleece jogger sweatpants,Generate an image of jogger sweatpants, ,"A photo of a Sweatpants, on white background, high quality."
53e69497bc57a4423a9885ec511f7b86,ff14e407d6d79d30917acdd75999df36,"An image of  black slim-fit ankle-length dress pants made of smooth polyester-blend suiting fabric, featuring a mid-rise waist, pressed creases, and a tailored silhouette",Generate an image of black slim-fit ankle-length dress pants,Generate an image of dress pants, ,"A photo of a Dress Pants, on white background, high quality."
05863e859fbcd30b67f34425eb014b07,b05dd56178ed73cf5c74768dd8245cc5,"An image of light blue wide-leg cropped denim jeans with scalloped hems, tassel fringe, ripped distressing, made from rugged cotton denim",Generate an image of light blue wide-leg cropped denim jeans,Generate an image of wide-leg jeans, ,"A photo of a Jeans, on white background, high quality."
f46b2c388056051aec813e0c3ea99528,a0791975d80b7e2a912c10cabcf2f883,"An image of black denim skinny jeans with a high waist, frayed raw-edge hem, and body-hugging fit",Generate an image of black skinny jeans,Generate an image of jeans, ,"A photo of a Jeans, on white background, high quality."
cfb73788e0bbbf639c420f06303c9784,2d38a68aa21af9ec640d403b2b27891e,"An image of high-waisted wide-leg blue denim jeans with a classic five-pocket layout, belt loops, and a relaxed drape",Generate an image of high-waisted wide-leg denim jeans,Generate an image of wide-leg jeans, ,"A photo of a Jeans, on white background, high quality."
28ced6738731045bb099089039cd9dfa,a91a4003009cffc6ee4f77cfc82195fa,"Generate an image of black techwear cargo jogger pants made of nylon, featuring a tapered relaxed fit, multiple cargo pockets, and adjustable straps along the legs",Generate an image of black tapered cargo jogger pants with straps,Generate an image of cargo joggers, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
2ba8aef30c9bb8d3bceb305233a9b0b9,9578e036f744472360fad22fa2fd4f64,"An image of light-wash cotton denim cutoff shorts, high-waisted fit with classic five-pocket styling and raw frayed hems",Generate an image of high-waisted light-wash denim cutoff shorts,Generate an image of denim shorts, ,"A photo of a Shorts, on white background, high quality."
7f2eb935c88ae68b5e1168e1ccbf42cc,cc895fe5a501a160c7484d04e93b3bd0,An image of light wash blue denim cropped wide-leg jeans with a raw hem,Generate an image of cropped wide-leg denim jeans in light wash,Generate an image of jeans, ,"A photo of a Jeans, on white background, high quality."
16929bfdecbdf81a62627927780d116f,b9f8ca1870ba6d8cff5edd33d2ecc273,"Generate an image of grey fleece jogger sweatpants with a tapered fit, featuring white side stripes and a small BEEDEE logo",Generate an image of grey tapered jogger sweatpants,Generate an image of jogger sweatpants, ,"A photo of a Sweatpants, on white background, high quality."
e2c4ffcd96e4149861ad3b1be6b34086,06e40092f30895f818520bb49a99009c,"Generate an image of olive green cotton cargo shorts with a drawstring waistband, relaxed fit, and multiple flap cargo pockets",Generate an image of relaxed-fit cargo shorts in olive,Generate an image of cargo shorts, ,"A photo of a Cargo Shorts, on white background, high quality."
4f5479e01b07ebae49cbfee4f7ab7c5f,5deb259e34ce47be08c27726fa112865,"An image of light wash distressed boyfriend jeans made from denim with a relaxed boyfriend fit, frayed holes, and subtle whiskering",Generate an image of light wash relaxed-fit boyfriend jeans,Generate an image of boyfriend jeans, ,"A photo of a Jeans, on white background, high quality."
7b22944176d8f5f21a0cb642ddc1dbb6,509c92f89aa6d49807d8ec5388b98bb1,An image of blue denim skinny ankle-length jeans with distressed detailing and a raw hem,Generate an image of blue skinny ankle jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
2fe5bb8f4e9e73dce8ca92a8239eafda,76fa99a43886b170f8e7a4b0d850500b,"An image of white distressed denim bib overalls in rugged cotton, relaxed straight-leg fit, adjustable shoulder straps, front bib pocket, side button closures, and frayed abrasions",Generate an image of relaxed-fit white denim bib overalls,Generate an image of bib overalls, ,"A photo of a Bib Overalls, on white background, high quality."
69c02fb11ca18e25302938a8766439db,a435c14dcdb20cb49e9012c51a5edc19,"Generate an image of black high-waist distressed denim shorts made of sturdy denim fabric, fitted through the waist and hips, and finished with a metal ring front zipper",Generate an image of black high-waist denim shorts with a fitted cut,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
dee384dbd7a14a859cb8e814a654f376,b10d1c7bdbefa1ea30657f1aee7de388,"An image of light wash denim straight-leg jeans with front hem slits, five-pocket design, and a comfortable mid-rise fit",Generate an image of straight-leg light wash jeans with front slits,Generate an image of straight leg jeans, ,"A photo of a Jeans, on white background, high quality."
c92de50d648d844b3a712ab0a1d5b170,1be3a4491d12c50687cb83dfd74b476f,An image of black denim skinny jeans featuring rhinestone studs and distressed detailing,Generate an image of black skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
4d619544be5922424a079f490cdac268,3d60547994fba93cd2d9f9e54117d635,"An image of light wash high-waist denim shorts made from denim fabric, featuring frayed hems and text embroidery",Generate an image of light wash high-waist denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
ca9cbb74cee772991ce375677c525b76,fb419e036ea76d573d4b25c5b9f447d1,"An image of  black plaid flannel pajama pants with a relaxed fit, soft brushed flannel fabric, classic plaid pattern, and elastic waistband",Generate an image of relaxed-fit black plaid pajama pants,Generate an image of plaid pajama pants, ,"A photo of a Pajama Pants, on white background, high quality."
1dce88f251dae52b5271db62f24a6740,d28839378810f7b4a49d213c7d00d2aa,An image of light wash cotton denim shorts in a high-waisted fit featuring raw frayed hems and classic five-pocket construction,Generate an image of light wash high waisted denim shorts,Generate an image of denim shorts with raw hem, ,"A photo of a Denim Shorts, on white background, high quality."
06e632e05907661edd12d0bbdad5991a,d3982899c8e6c25121a87936f0afe0b8,An image of black denim flare-leg jeans with a raw hem,Generate an image of black flare-leg denim jeans,Generate an image of flare jeans, ,"A photo of a Jeans, on white background, high quality."
2c73ad3079d8ae67b9bb2180ccec45d7,0e83113421dec8e6fb78852e097d6632,"Generate an image of black cotton cargo jogger pants with a relaxed fit, elastic cuffs, and multiple cargo pockets",Generate an image of relaxed-fit cargo jogger pants with elastic cuffs,Generate an image of cargo joggers, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
7b80a6ce63f360dac7f437aa2e2a5bb3,6c806357332df981a9826096b7dbc66a,"Generate an image of blue cotton denim flare jeans with a fringe hem, featuring flared legs and classic five-pocket styling",Generate an image of blue flare denim jeans with a fringe hem,Generate an image of flare denim jeans, ,"A photo of a Jeans, on white background, high quality."
9ade8dbe69585bcb9ab420f3aacb9bdf,d7109f97f8558a826221a22b18cb7b69,"An image of black high-waisted ripped skinny jeans made from stretch denim, featuring distressed knee cutouts and a form-fitting silhouette",Generate an image of black high-waisted skinny jeans with knee rips,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
c400748baf2be51bdf0861e90957bb8b,93b83ea722f5599151a2202500cae802,"An image of black high-rise skinny denim jeans featuring a snug fit, classic five-pocket styling, and a button fly",Generate an image of black skinny high-rise jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
184037c21e5fac74ef42fb6bc1a4c9b3,a2c059398014ebee3e4fa4813d43e42f,"An image of medium wash high-waist skinny denim jeans made from stretch denim, featuring classic five-pocket styling, belt loops, and a zip fly",Generate an image of medium wash high-waist skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
66726c15f2365cd326625e649c556409,91cefe0913b8b5f0746aa70f27bb5956,"An image of light-wash two-tone paneled wide-leg cotton denim jeans, featuring contrasting panel construction and a relaxed fit",Generate an image of light wash wide-leg jeans with two-tone panels,Generate an image of wide-leg jeans, ,"A photo of a Jeans, on white background, high quality."
4a94a94a2b427fb6a4f095ef4548106a,42eec2242b1bee49c6b091fb5a00debd,"An image of  dark wash distressed skinny denim jeans made from stretch cotton denim, featuring a figure-hugging fit, classic five-pocket styling, and frayed distressing at the knees and thighs",Generate an image of  dark wash skinny denim jeans with distressed detailing,Generate an image of distressed skinny jeans, ,"A photo of a Jeans, on white background, high quality."
91b54b4e7c9526f9c1cf480099a526e5,2db4ccf2f438fdd843ce7c6542393518,"Generate an image of a black padded puffer vest  with a high collar, quilted nylon shell, regular fit, sleeveless design, and front zipper closure",Generate an image of a  black puffer vest in a regular fit,Generate an image of a puffer vest, ,"A photo of a Puffer Vest, on white background, high quality."
ce9a678262a32c98d212358e7d72ccfc,349ce1ef45ab101362a683441aeaff87,"An image of  high-waisted black denim shorts featuring a slim fit, cuffed hems, and sturdy cotton fabric",Generate an image of  high-waisted denim shorts in black,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
dabcd5022445821677cd93fb94d34599,4b1f1ff8e42bff962de4cee142b8c70b,"An image of  color-block jogger sweatpants in black, red, and white, likely cotton fleece, featuring a tapered fit, elastic waistband, and ribbed ankle cuffs",Generate an image of  tapered color-block jogger sweatpants,Generate an image of jogger sweatpants, ,"A photo of a Sweatpants, on white background, high quality."
72b429824248617ef4c40c16d8ac1f53,2e095a7d3d4bf2b9681b17a0c8f015aa,"An image of black washed denim jeans with a high waist, straight-leg fit, five-pocket construction, belt loops, and a subtle faded finish",Generate an image of black high-waisted straight-leg jeans,Generate an image of straight-leg jeans, ,"A photo of a Jeans, on white background, high quality."
fa558c78fe4d764e1869dcde25175b0d,9732e0007c4d99590acfa4e977f8a9b6,"An image of light wash cotton denim baggy jeans with distressed rips, frayed edges, and classic five-pocket styling",Generate an image of light wash baggy distressed jeans,Generate an image of distressed jeans, ,"A photo of a Jeans, on white background, high quality."
d4366154fb64ef485aa115716bbdb45e,326829e02cdeff017369213a542da906,"An image of  black skinny denim jeans crafted from stretch black denim, featuring a raw cut hem, classic five-pocket design, and a snug, ankle-grazing fit",Generate an image of black skinny denim jeans with a raw hem,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
6b533b83a1c34090b4896661e18c015c,3aab59c58ee4b82814b9145098ae4c6f,"An image of  medium-wash blue straight-leg denim jeans crafted from cotton, featuring a raw hem and classic five-pocket styling",Generate an image of  straight-leg denim jeans in a medium wash,Generate an image of straight-leg jeans, ,"A photo of a Jeans, on white background, high quality."
f91c4167576652625c369e081c3472d4,f4076604297547783a89ce40d9b3cc66,"An image of light-wash denim skinny jeans featuring distressed knees, five-pocket styling, and a snug, tapered fit",Generate an image of light-wash skinny jeans with distressed knees,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
181699393fdaae78c8478ba52c7a8281,bcb5310b50c024a949b119c8fe1a2377,"An image of  dark wash stretch denim skinny ankle jeans with a mid-rise waist, five-pocket styling, and subtle whiskering",Generate an image of  dark wash skinny ankle jeans,Generate an image of ankle jeans, ,"A photo of a Jeans, on white background, high quality."
3a3be238c3b8072778d8682f25718a66,a5b942a9c525afe3147f5c118d9bc9cf,"An image of  light-wash straight-leg cotton denim jeans, mid-rise fit, featuring subtle slit hems at the ankles",Generate an image of light-wash straight-leg denim jeans with slit hems,Generate an image of straight-leg jeans, ,"A photo of a Jeans, on white background, high quality."
8be2dd27fd2076e093fed7fb185f5993,fcac77403dc54479222782745000fb9f,An image of  blue wide-leg cuffed denim jeans with rolled hems,Generate an image of blue wide-leg denim jeans,Generate an image of denim jeans, ,"A photo of a Jeans, on white background, high quality."
05d0def8b0ac8d6c8753bb6b0c88f9cb,f4cc650e3d73c351925e53c5f1e899cb,"An image of black distressed skinny jeans crafted from stretch denim, featuring a form-fitting skinny fit, classic five-pocket styling, and ripped knees",Generate an image of black skinny distressed jeans with ripped knees,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
bfd3236b47dacbcb6550d215467ed3aa,4f8a2f891448049a9afd3cc10fd38f8d,"An image of black cotton denim cropped flare jeans featuring a mid-rise waist, raw hem, and classic five-pocket styling",Generate an image of black cropped flare jeans,Generate an image of flare jeans, ,"A photo of a Jeans, on white background, high quality."
8e0d53170e97ab29514d8517e3d56896,9eb177822c270358f2900b16bbcaa5e1,"Generate an image of black denim skinny ankle jeans with a snug, ankle-length fit, five-pocket design, and a vibrant multicolor frayed hem",Generate an image of black skinny ankle jeans with a multicolor frayed hem,Generate an image of skinny ankle jeans, ,"A photo of a Jeans, on white background, high quality."
fd139fe5f9443c09cef4a31487af6aa5,2e20468a315517cc06358b04a5fe3f30,An image of  dark wash denim high-waist flared bell-bottom jeans with a snug thigh fit and dramatic wide hem,Generate an image of dark wash flared bell-bottom jeans,Generate an image of bell-bottom jeans, ,"A photo of a Jeans, on white background, high quality."
3648bdad9957a08aa15cb2507b5028e8,74a162826becce77362866bc434b5fe1,"An image of black cotton cargo jogger pants in a tapered fit, featuring elastic cuffs, side flap cargo pockets, and a drawstring waistband",Generate an image of black tapered cargo jogger pants,Generate an image of cargo joggers, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
3648bdad9957a08aa15cb2507b5028e8,74a162826becce77362866bc434b5fe1,"An image of black cotton cargo jogger pants in a tapered fit, featuring elastic cuffs, side flap cargo pockets, and a drawstring waistband",Generate an image of black tapered cargo jogger pants,Generate an image of cargo joggers, ,"A photo of a Cargo Joggers, on white background, high quality."
ba8b72965d204f3a4822961d3a98b337,bd8799fa376aa2048282952d424d243b,"An image of light grey high-waisted distressed cotton denim shorts with frayed hems, a classic five-pocket design, and a fitted silhouette",Generate an image of light grey high-waisted denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
ba8b72965d204f3a4822961d3a98b337,bd8799fa376aa2048282952d424d243b,"An image of light grey high-waisted distressed cotton denim shorts with frayed hems, a classic five-pocket design, and a fitted silhouette",Generate an image of light grey high-waisted denim shorts,Generate an image of denim shorts, ,"A photo of a Shorts, on white background, high quality."
de9d2d85fcbd390a472a8d9892ff6bbf,ced1c61c2a2e43ae3596eb3fa504ccc9,"An image of light-wash denim shorts in cotton fabric with a relaxed fit, featuring a raw-cut hem and a distinctive diagonal zipper",Generate an image of light-wash denim shorts with a relaxed fit,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
d180580e8c0463484f73ecf88f1fca11,8b6eee15e7fe76e2a5e445e4497eb8fb,An image of light-wash denim straight-leg jeans featuring a mid-rise fit and split-hem details,Generate an image of light-wash straight-leg jeans,Generate an image of jeans with split hems, ,"A photo of a Jeans, on white background, high quality."
81f2ef097b2b23fe69d53a1f3d7283cb,4e108f516bf5644836d84166ac567659,"Generate an image of blue denim high-waisted skinny ankle jeans featuring a classic five-pocket design, zip fly closure, and subtle fading along the legs",Generate an image of high-waisted skinny ankle jeans in blue,Generate an image of ankle jeans, ,"A photo of a Jeans, on white background, high quality."
16cbbd3f38a6ed94288f5264c8850816,7d1a6e67e04523b37db362433d24f312,An image of loose-fit ripped blue denim jeans with an orange patch and distressed detailing,Generate an image of loose ripped denim jeans,Generate an image of jeans, ,"A photo of a Jeans, on white background, high quality."
53a784a62e9b52966ef458035bfc7fb1,945ead2aaa465035f338c90dcfd7fd95,"An image of black cotton slim-fit jogger sweatpants featuring an orange “K” logo, elastic waistband, and ribbed cuffs",Generate an image of black slim-fit jogger sweatpants with an orange K logo,Generate an image of jogger sweatpants, ,"A photo of a Sweatpants, on white background, high quality."
22e5181f39119953dc630e6360063e5f,97e4854b6b63735902fa7c38316244bc,An image of white high-waisted distressed denim shorts with lace-up sides and frayed hems,Generate an image of high-waisted distressed denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
e33d5af1f643979cb1aa531548b3ac24,721c419b86cd75506303bfa2f09b5aa6,"An image of light-wash denim straight-leg jeans with a high-rise waist, classic five-pocket styling, and subtle fading",Generate an image of light-wash high-rise straight-leg jeans,Generate an image of straight-leg jeans, ,"A photo of a Jeans, on white background, high quality."
018158022efd37ccfccc70cde7d5d4e8,d5c7ccaff3ce107595d0184173f91c94,"An image of dark wash denim skinny ankle-length jeans with raw hems, slim-fit silhouette, and classic five-pocket styling",Generate an image of dark wash skinny ankle jeans with raw hem,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
bb640754fb2556ae4f58a6616fb57fd3,0c90eb00c73fa670a1a586505fefde47,"An image of light-wash blue denim jeans with a high-waisted rise, wide-leg fit, classic five-pocket styling, and sturdy cotton fabric",Generate an image of light-wash wide-leg high-waisted jeans,Generate an image of wide-leg jeans, ,"A photo of a Jeans, on white background, high quality."
fa994fdf4d7644fe78f98fc3f25e64af,214db948fe1c4de1fc1cd560221ac675,"An image of light wash high-waisted  denim shorts with a frayed hem, classic five-pocket styling, and a relaxed fit",Generate an image of light wash high-waisted denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
d60351c67a581251a258f71315b28340,aef755b661b7c80114cdb28e6b3b05c1,"An image of black quick-dry athletic shorts made of lightweight performance fabric, featuring zipper side pockets, elastic waistband, regular fit",Generate an image of black regular-fit athletic shorts,Generate an image of athletic shorts, ,"A photo of a Athletic Shorts, on white background, high quality."
914448f7c3cb973b6047cfff45b9267c,3de021edff486cef0e5cce7907e2ac75,"An image of black cotton cargo jogger pants in a streetwear style, featuring multiple flap pockets, elastic waistband with drawstring, cuffed ankles, and a relaxed fit",Generate an image of black relaxed-fit cargo jogger pants,Generate an image of cargo jogger pants, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
93732e55275537ce9954747a617b23f3,1194534dbae8d11f3cee4a0603d279cf,"An image of  black denim kick-flare jeans featuring a high-rise waist, button-fly closure, slim thigh, subtle flare from the knee, and classic five-pocket styling",Generate an image of black high-rise kick-flare jeans with a button fly,Generate an image of kick-flare jeans, ,"A photo of a Jeans, on white background, high quality."
12a0527c433d48a9d937f61a33a39d8e,d7109f97f8558a826221a22b18cb7b69,"An image of black high-waisted ripped skinny jeans made from stretch denim, featuring distressed knee cutouts and a form-fitting silhouette",Generate an image of black high-waisted skinny jeans with knee rips,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
b983b1549c915a9c79462787c066f5b2,e9f14ef256a5213ff923634cf2cc3b7b,"Generate an image of black slim-fit jogger pants made from soft cotton-blend fabric, featuring zipper pockets, ankle zips, and a tapered leg silhouette",Generate an image of black slim-fit jogger pants with zipper pockets and ankle zips,Generate an image of jogger pants, ,"A photo of a Jogger Pants, on white background, high quality."
b983b1549c915a9c79462787c066f5b2,e9f14ef256a5213ff923634cf2cc3b7b,"Generate an image of black slim-fit jogger pants made from soft cotton-blend fabric, featuring zipper pockets, ankle zips, and a tapered leg silhouette",Generate an image of black slim-fit jogger pants with zipper pockets and ankle zips,Generate an image of jogger pants, ,"A photo of a Joggers, on white background, high quality."
92e0283f3f5adff717b552b95df0622a,e575244dc0a8251c4160054a9ad49ba4,"An image of dark wash wide-leg cropped denim jeans made from sturdy denim, featuring a built-in belt and relaxed fit",Generate an image of dark wash wide-leg cropped jeans with a belt,Generate an image of cropped wide-leg jeans, ,"A photo of a Jeans, on white background, high quality."
da09d5cdaadc7a2ef049ee84875ac5ec,cd91ccd5ff6c06b818d818481e88c186,"An image of light wash denim mom jeans featuring a high waist, straight legs, relaxed vintage fit, classic five-pocket styling, and belt loops",Generate an image of light wash high-waisted straight leg mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
c5a00de1918c0b58caba577aea25d805,13d1ffc8d2bb39971f8b6c1d8a88738b,An image of blue denim high-waisted wide-leg jeans with a raw hem,Generate an image of blue wide-leg high-waisted jeans,Generate an image of denim jeans, ,"A photo of a Jeans, on white background, high quality."
3fae4bb5531da4a4c48b454e585168fb,b27c83ef85bbf0767841da7f268b7180,"An image of white polyester streetwear track pants with a relaxed fit, adjustable drawstring waistband, blue equipment graphic running down the leg, zippered side pockets, and cuffed ankles",Generate an image of relaxed-fit white drawstring track pants with a blue graphic,Generate an image of drawstring track pants, ,"A photo of a Track Pants, on white background, high quality."
c5e04cdbb9b6cc9c07b0c01ee0e3e619,92de337c2e40fbe056d325d30ad92c28,"An image of  faded blue bootcut denim jeans, mid-rise fit, soft cotton stretch fabric, subtle fading and classic five-pocket details",Generate an image of mid-rise bootcut jeans in blue denim,Generate an image of bootcut jeans, ,"A photo of a Jeans, on white background, high quality."
d2d1efe675c3f55b19dd4b96df5304e4,5e2764413415ffb69f364a6525ef42c3,"An image of black stretch denim skinny jeans with a body-hugging fit, five-pocket styling, and colorful sequin star patches scattered across the legs",Generate an image of black skinny jeans with sequin star patches,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
79730ed73b6621fd0554c356193cbfdf,35e78001ce3c7f3c3a92bbea9a9398c1,"An image of white denim high-waisted mom jeans featuring a relaxed tapered fit, classic five-pocket styling, and a contrasting brown belt",Generate an image of high-waisted mom jeans in white,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
ca0023fcb133b3bcea5e082d0d75fe88,6d95977f22d6f27007cf34f60e5962e4,"Generate an image of black high-waisted denim shorts made from sturdy cotton fabric, fitted through the hips, with a button-front fly and neatly cuffed hems",Generate an image of high-waisted black denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
1cd00dfd8e3673fb4d1f9649fd1d919c,a76249fbb8201bc25834217a0b0523a7,"An image of light-wash denim jeans featuring a high-waisted rise, wide-leg silhouette, classic five-pocket styling, belt loops, and a relaxed fit",Generate an image of light-wash high-waisted wide-leg jeans,Generate an image of wide-leg jeans, ,"A photo of a Jeans, on white background, high quality."
152d302acfd74421dbbcf07fb128cf8b,ffa5371ad23dafbea266aff55ee4441c,"An image of black cotton cargo jogger pants with a tapered fit, featuring cargo pockets, an elastic waistband, and ribbed cuffs",Generate an image of black tapered cargo jogger pants,Generate an image of cargo jogger pants, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
8660807e9eb32f446fce2773a763267e,bd0a5274ce9aaca49dd24115a7fd7cc3,"An image of  black relaxed-fit cotton cargo pants with flap side pockets, belt loops, and a straight-leg cut",Generate an image of black relaxed-fit cotton cargo pants,Generate an image of cargo pants, ,"A photo of a Cargo Pants, on white background, high quality."
46b2bc8e622e8523264f9337a12c454d,bb3d695b1e81ada94cb3664af8f82751,An image of grey-washed  skinny-fit denim jeans with a black patch detail,Generate an image of grey-washed skinny denim jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
acac003f4a413cc8a8a098af25ca98b0,d9394b3adfdf818816cf9b2e99a7f294,"An image of white denim cutoff shorts featuring a frayed raw hem, sturdy denim fabric, mid-rise waist and relaxed fit",Generate an image of white denim cutoff shorts with a relaxed fit,Generate an image of cutoff shorts, ,"A photo of a Denim Shorts, on white background, high quality."
f0d1035b7e408dc165cca58d4f5d612c,b2537165c02261cc80755c1010b376ba,"An image of medium-wash blue denim jeans with a high-rise waist, straight-leg fit, contrasting white side stripes along the outer seams, classic five-pocket construction, belt loops, and metal rivet details",Generate an image of blue high-waisted straight-leg jeans with side stripes,Generate an image of straight-leg jeans, ,"A photo of a Jeans, on white background, high quality."
